_id,status,attendanceStatus,source,approved,proxy,employeeId,deviceTime,pictureUrl,location.lat,location.lon,markedBy,inUniform,projectId,createdAt,updatedAt
658bc19c5081b962da18dc54,1,Present,App,false,false,658bc1705081b962da167f2e,2023-12-08T04:34:20.668Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a18959e93d52641ce4f9-1702010059047.jpg,25.4411005,81.8148314,658bc1705081b962da16811e,false,658a84e74d398e0e7bc35b78,2023-12-08T04:34:20.890Z,2023-12-08T04:34:20.890Z
658bc19c5081b962da18dc56,1,Present,App,false,false,658bc1705081b962da16824c,2023-12-08T04:34:49.493Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-64426e7f5b1fe6060405a425-1702010087990.jpg,25.4410436,81.8149965,658bc1705081b962da16811e,false,658a84e74d398e0e7bc35b78,2023-12-08T04:34:49.724Z,2023-12-08T04:34:49.724Z
658bc19c5081b962da18dc58,1,Present,App,false,false,658bc1705081b962da167eee,2023-12-08T04:45:27.926Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63da30328c2a932844d219f9-1702010725322.jpg,25.3894569,81.873609,658bc1705081b962da167eee,,658a84e74d398e0e7bc35b78,2023-12-08T04:45:28.136Z,2023-12-08T04:45:28.136Z
658bc19c5081b962da18dc5a,1,Present,App,false,false,658bc1705081b962da167f14,2023-12-08T05:07:36.237Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63da310d8c2a932844d22140-1702012054204.jpg,25.3954681,81.8646411,658bc1705081b962da167f14,false,658a84e74d398e0e7bc35b78,2023-12-08T05:07:37.086Z,2023-12-08T05:07:37.086Z
658bc19c5081b962da18dc5c,1,Present,App,false,false,658bc1705081b962da168150,2023-12-08T05:13:46.781Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a33059e93d52641ce7fc-1702012425114.jpg,25.4462635,81.8404353,658bc1705081b962da168120,false,658a84e74d398e0e7bc35b78,2023-12-08T05:13:46.044Z,2023-12-08T05:13:46.044Z
658bc19c5081b962da18dc5e,1,Present,App,false,false,658bc1705081b962da16815e,2023-12-08T05:14:27.661Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a33059e93d52641ce803-1702012465898.jpg,25.4462255,81.840581,658bc1705081b962da168120,false,658a84e74d398e0e7bc35b78,2023-12-08T05:14:26.970Z,2023-12-08T05:14:26.970Z
658bc19c5081b962da18dc60,1,Present,App,false,false,658bc1705081b962da16816c,2023-12-08T05:14:40.621Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a33059e93d52641ce80a-1702012479177.jpg,25.4462306,81.8403802,658bc1705081b962da168120,false,658a84e74d398e0e7bc35b78,2023-12-08T05:14:39.872Z,2023-12-08T05:14:39.872Z
658bc19c5081b962da18dc62,1,Present,App,false,false,658bc1705081b962da168162,2023-12-08T05:14:58.835Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a33059e93d52641ce805-1702012497425.jpg,25.446295,81.840448,658bc1705081b962da168120,false,658a84e74d398e0e7bc35b78,2023-12-08T05:14:58.097Z,2023-12-08T05:14:58.097Z
658bc19c5081b962da18dc64,1,Present,App,false,false,658bc1705081b962da167f4a,2023-12-08T05:16:16.607Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a18959e93d52641ce507-1702012575038.jpg,25.4462555,81.8404416,658bc1705081b962da168120,false,658a84e74d398e0e7bc35b78,2023-12-08T05:16:15.889Z,2023-12-08T05:16:15.889Z
658bc19c5081b962da18dc66,1,Present,App,false,false,658bc1705081b962da1683c8,2023-12-08T05:19:26.989Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-64f959801eccd017c3862019-1702012765678.jpg,25.4488556,81.8270143,658bc1705081b962da1683c8,false,658a84e74d398e0e7bc35b78,2023-12-08T05:19:28.583Z,2023-12-08T05:19:28.583Z
658bc19c5081b962da18dc68,1,Present,App,false,false,658bc1705081b962da167f24,2023-12-08T06:03:34.810Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63da310d8c2a932844d2213f-1702015413189.jpg,25.4488659,81.8270612,658bc1705081b962da167f24,false,658a84e74d398e0e7bc35b78,2023-12-08T06:03:36.337Z,2023-12-08T06:03:36.337Z
658bc19c5081b962da18dc6a,1,Present,App,false,false,658bc1705081b962da168120,2023-12-08T09:26:33.789Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a33059e93d52641ce7e4-1702027592047.jpg,25.4186578,81.8201046,658bc1705081b962da168120,false,658a84e74d398e0e7bc35b78,2023-12-08T09:26:33.035Z,2023-12-08T09:26:33.035Z
658bc19c5081b962da18dc6c,1,Present,App,false,false,658bc1705081b962da168390,2023-12-08T10:04:22.276Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-64d60448fa37601e7bc938a7-1702029858985.jpg,25.4212566,81.8103224,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T10:04:22.266Z,2023-12-08T10:04:22.266Z
658bc19c5081b962da18dc6e,1,Present,App,false,false,658bc1705081b962da1684f2,2023-12-08T10:45:22.327Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-65684482c5b7d915246ec8fd-1702032315025.jpg,25.4215383,81.8104573,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T10:45:23.651Z,2023-12-08T10:45:23.651Z
658bc19c5081b962da18dc70,1,Present,App,false,false,658bc1705081b962da1684f8,2023-12-08T10:50:26.332Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-656847e2c5b7d915246f224e-1702032623609.jpg,25.4214117,81.8103624,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T10:50:26.388Z,2023-12-08T10:50:26.388Z
658bc19c5081b962da18dc72,1,Present,App,false,false,658bc1705081b962da1684e8,2023-12-08T11:04:02.215Z,https://mysql-backup-base.s3.amazonaws.com/63ce275d746713152acf84b3/undefined/att-6568430bc5b7d915246eac6e-1702033438228.jpg,25.4213232,81.8107078,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T11:04:02.239Z,2023-12-08T11:04:02.239Z
658bc19c5081b962da18dc74,1,Present,App,false,false,658bc1705081b962da1684fa,2023-12-08T11:04:13.097Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-6568484fc5b7d915246f3330-1702033450264.jpg,25.4215339,81.8102139,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T11:04:13.112Z,2023-12-08T11:04:13.112Z
658bc19c5081b962da18dc76,1,Present,App,false,false,658bc1705081b962da1684ea,2023-12-08T11:11:46.728Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-6568436bc5b7d915246eb16f-1702033903936.jpg,25.4213211,81.8104317,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T11:11:46.729Z,2023-12-08T11:11:46.729Z
658bc19c5081b962da18dc78,1,Present,App,false,false,658bc1705081b962da1684f0,2023-12-08T11:17:09.492Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-6568441ac5b7d915246ebd33-1702034226695.jpg,25.4214523,81.8103513,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T11:17:09.500Z,2023-12-08T11:17:09.500Z
658bc19c5081b962da18dc7a,1,Present,App,false,false,658bc1705081b962da1684ee,2023-12-08T11:31:27.246Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-656843e5c5b7d915246eb94f-1702035084407.jpg,25.4215312,81.810418,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T11:31:27.242Z,2023-12-08T11:31:27.242Z
658bc19c5081b962da18dc7c,1,Present,App,false,false,658bc1705081b962da1684ec,2023-12-08T12:19:15.166Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-656843abc5b7d915246eb4ce-1702037952603.jpg,25.4184115,81.8120175,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T12:19:15.172Z,2023-12-08T12:19:15.172Z
658bc19c5081b962da18dc7e,1,Present,App,false,false,658bc1705081b962da1684f4,2023-12-08T12:19:26.539Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-656846b4c5b7d915246f0b2e-1702037964326.jpg,25.4213885,81.8105,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T12:19:26.523Z,2023-12-08T12:19:26.523Z
658bc19c5081b962da18dc80,1,Present,App,false,false,658bc1705081b962da1684f6,2023-12-08T12:19:37.180Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-6568475bc5b7d915246f1b57-1702037975111.jpg,25.421342,81.8105253,658bc1705081b962da168390,false,658a84e74d398e0e7bc35b78,2023-12-08T12:19:37.169Z,2023-12-08T12:19:37.169Z
658bc19c5081b962da18dc82,1,Present,App,false,false,658bc1705081b962da168128,2023-12-09T00:16:35.171Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a33059e93d52641ce7e8-1702080993663.jpg,,,658bc1705081b962da168128,false,658a84e74d398e0e7bc35b78,2023-12-09T00:16:35.452Z,2023-12-09T00:16:35.452Z
658bc19c5081b962da18dc84,1,Present,App,false,false,658bc1705081b962da1684d4,2023-12-09T00:22:09.345Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-65615707af824a5a9a694726-1702081327928.jpg,25.4201222,81.8105161,658bc1705081b962da168128,false,658a84e74d398e0e7bc35b78,2023-12-09T00:22:09.615Z,2023-12-09T00:22:09.615Z
658bc19c5081b962da18dc86,1,Present,App,false,false,658bc1705081b962da167ff8,2023-12-09T00:22:39.415Z,,25.4211584,81.8103728,658bc1705081b962da168128,false,658a84e74d398e0e7bc35b78,2023-12-09T00:22:39.725Z,2023-12-09T00:22:39.725Z
658bc19c5081b962da18dc88,1,Present,App,false,false,658bc1705081b962da167f7a,2023-12-09T00:27:05.086Z,,25.4211774,81.8104111,658bc1705081b962da168128,false,658a84e74d398e0e7bc35b78,2023-12-09T00:27:05.701Z,2023-12-09T00:27:05.701Z
658bc19c5081b962da18dc8a,1,Present,App,false,false,658bc1705081b962da1684da,2023-12-09T00:28:17.740Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-656163aeaf824a5a9a69ed37-1702081696202.jpg,25.4213468,81.8103895,658bc1705081b962da168128,false,658a84e74d398e0e7bc35b78,2023-12-09T00:28:18.062Z,2023-12-09T00:28:18.062Z
658bc19c5081b962da18dc8c,1,Present,App,false,false,658bc1705081b962da1681c2,2023-12-09T00:28:42.067Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-641beb4777f9e634b44185af-1702081720545.jpg,25.4211358,81.8104827,658bc1705081b962da168128,false,658a84e74d398e0e7bc35b78,2023-12-09T00:28:42.330Z,2023-12-09T00:28:42.330Z
658bc19c5081b962da18dc8e,1,Present,App,false,false,658bc1705081b962da167ff4,2023-12-09T00:30:00.047Z,https://mysql-backup-base.s3.us-east-2.amazonaws.com/63ce275d746713152acf84b3/undefined/att-63f8a18959e93d52641ce55c-1702081798478.jpg,25.4213954,81.8103873,658bc1705081b962da168128,false,658a84e74d398e0e7bc35b78,2023-12-09T00:30:00.327Z,2023-12-09T00:30:00.327Z
